loan_id,applicant_id,sanction_amount,ltv_ratio,interest_rate,tenure_months,branch_code
LN-000449,APP-000449,4100000,0.8,9.25,240,BR-002
LN-000450,APP-000450,10400000,0.89,9.25,180,BR-002
LN-000451,APP-000451,4600000,0.61,9.25,240,BR-004
LN-000452,APP-000452,9800000,0.7,8.5,240,BR-003
LN-000453,APP-000453,4100000,0.62,8.5,180,BR-004
LN-000454,APP-000454,3800000,0.68,9.25,240,BR-003
LN-000455,APP-000455,3200000,0.77,8.5,240,BR-004
LN-000456,APP-000456,4400000,0.73,9.25,120,BR-001
LN-000457,APP-000457,6400000,0.71,9.25,120,BR-002
LN-000458,APP-000458,1300000,0.66,8.5,180,BR-004
LN-000459,APP-000459,5400000,0.79,9.25,240,BR-002
LN-000460,APP-000460,1300000,0.77,9.25,240,BR-005
LN-000461,APP-000461,5000000,0.8,8.5,240,BR-001
LN-000462,APP-000462,3600000,0.84,9.25,180,BR-002
LN-000463,APP-000463,7800000,0.82,8.5,240,BR-002
LN-000464,APP-000464,2300000,0.89,9.25,180,BR-003
LN-000465,APP-000465,10800000,0.65,9.25,180,BR-001
LN-000466,APP-000466,7100000,0.89,8.5,240,BR-005
LN-000467,APP-000467,2400000,0.65,8.5,240,BR-004
LN-000468,APP-000468,1500000,0.85,9.25,120,BR-001
LN-000469,APP-000469,3400000,0.84,8.5,120,BR-003
LN-000470,APP-000470,3200000,0.8,9.25,120,BR-002
LN-000471,APP-000471,4100000,0.81,9.25,240,BR-002
LN-000472,APP-000472,3200000,0.81,9.25,240,BR-002
LN-000473,APP-000473,5300000,0.76,9.25,240,BR-002
LN-000474,APP-000474,9300000,0.61,9.25,120,BR-003
LN-000475,APP-000475,3600000,0.77,8.5,240,BR-003
LN-000476,APP-000476,4000000,0.72,9.25,240,BR-004
LN-000477,APP-000477,12000000,0.68,8.5,360,BR-004
LN-000478,APP-000478,3200000,0.75,8.5,240,BR-005
LN-000479,APP-000479,4800000,0.85,9.25,240,BR-001
LN-000480,APP-000480,6400000,0.87,10.0,240,BR-001
LN-000481,APP-000481,5100000,0.89,9.25,240,BR-005
LN-000482,APP-000482,4800000,0.73,8.5,240,BR-003
LN-000483,APP-000483,1500000,0.65,9.25,240,BR-001
LN-000484,APP-000484,5800000,0.69,9.25,120,BR-001
LN-000485,APP-000485,3100000,0.64,9.25,240,BR-004
LN-000486,APP-000486,2900000,0.81,9.25,120,BR-005
LN-000487,APP-000487,7000000,0.65,8.5,120,BR-005
LN-000488,APP-000488,4300000,0.76,9.25,120,BR-004
LN-000489,APP-000489,3400000,0.88,9.25,360,BR-002
LN-000490,APP-000490,5200000,0.73,9.25,360,BR-001
LN-000491,APP-000491,14500000,0.72,9.25,180,BR-003
LN-000492,APP-000492,4600000,0.66,9.25,180,BR-005
LN-000493,APP-000493,2700000,0.83,8.5,120,BR-003
LN-000494,APP-000494,2200000,0.69,8.5,360,BR-002
LN-000495,APP-000495,1500000,0.9,8.5,180,BR-001
LN-000496,APP-000496,3500000,0.65,8.5,240,BR-002
LN-000497,APP-000497,4200000,0.6,9.25,180,BR-003
LN-000498,APP-000498,5900000,0.76,9.25,360,BR-005
LN-000499,APP-000499,6300000,0.62,8.5,240,BR-002
LN-000500,APP-000500,5300000,0.71,8.5,240,BR-004
LN-000501,APP-000501,5000000,0.74,9.25,240,BR-002
LN-000502,APP-000502,1700000,0.67,9.25,180,BR-004
LN-000503,APP-000503,3500000,0.89,8.5,240,BR-003
LN-000504,APP-000504,2000000,0.8,10.0,180,BR-004
LN-000505,APP-000505,4200000,0.64,8.5,180,BR-002
LN-000506,APP-000506,2200000,0.61,9.25,360,BR-004
LN-000507,APP-000507,5800000,0.69,9.25,240,BR-004
LN-000508,APP-000508,5300000,0.85,9.25,240,BR-003
LN-000509,APP-000509,1800000,0.67,8.5,180,BR-001
LN-000510,APP-000510,5800000,0.78,8.5,240,BR-001
LN-000511,APP-000511,7200000,0.9,8.5,240,BR-003
LN-000512,APP-000512,5600000,0.7,8.5,180,BR-003
LN-000513,APP-000513,3100000,0.78,9.25,360,BR-002
LN-000514,APP-000514,2000000,0.78,9.25,180,BR-004
LN-000515,APP-000515,4300000,0.78,9.25,240,BR-005
LN-000516,APP-000516,5400000,0.89,9.25,240,BR-002
LN-000517,APP-000517,3900000,0.84,8.5,180,BR-003
LN-000518,APP-000518,2700000,0.6,9.25,240,BR-003
LN-000519,APP-000519,2700000,0.61,9.25,240,BR-003
LN-000520,APP-000520,3900000,0.61,9.25,180,BR-005
LN-000521,APP-000521,800000,0.71,9.25,240,BR-005
LN-000522,APP-000522,6200000,0.73,8.5,120,BR-001
LN-000523,APP-000523,3300000,0.84,9.25,240,BR-002
LN-000524,APP-000524,4200000,0.79,8.5,180,BR-003
LN-000525,APP-000525,10000000,0.9,9.25,360,BR-005
LN-000526,APP-000526,2400000,0.84,9.25,120,BR-004
LN-000527,APP-000527,12700000,0.86,9.25,120,BR-004
LN-000528,APP-000528,7600000,0.65,8.5,240,BR-003
LN-000529,APP-000529,5000000,0.79,9.25,240,BR-001
LN-000530,APP-000530,1900000,0.64,9.25,180,BR-005
LN-000531,APP-000531,2200000,0.8,8.5,360,BR-005
LN-000532,APP-000532,1100000,0.84,9.25,240,BR-004
LN-000533,APP-000533,2100000,0.69,9.25,180,BR-001
LN-000534,APP-000534,4100000,0.65,9.25,240,BR-002
LN-000535,APP-000535,2100000,0.67,9.25,240,BR-003
LN-000536,APP-000536,1400000,0.84,8.5,240,BR-003
LN-000537,APP-000537,2900000,0.76,8.5,240,BR-005
LN-000538,APP-000538,2600000,0.76,9.25,240,BR-002
LN-000539,APP-000539,3200000,0.77,9.25,120,BR-004
LN-000540,APP-000540,4000000,0.75,9.25,240,BR-001
LN-000541,APP-000541,10400000,0.86,9.25,180,BR-004
LN-000542,APP-000542,5100000,0.75,9.25,240,BR-002
LN-000543,APP-000543,3400000,0.78,9.25,180,BR-002
LN-000544,APP-000544,2500000,0.89,8.5,120,BR-005
LN-000545,APP-000545,6000000,0.74,8.5,120,BR-002
LN-000546,APP-000546,3200000,0.66,9.25,240,BR-001
LN-000547,APP-000547,2300000,0.77,9.25,240,BR-004
LN-000548,APP-000548,4900000,0.81,8.5,360,BR-002
LN-000549,APP-000549,6400000,0.64,8.5,360,BR-004
LN-000550,APP-000550,3600000,0.65,8.5,180,BR-005
LN-000551,APP-000551,3100000,0.61,9.25,240,BR-005
LN-000552,APP-000552,6300000,0.82,8.5,180,BR-005
LN-000553,APP-000553,1200000,0.66,9.25,180,BR-004
LN-000554,APP-000554,5700000,0.87,8.5,240,BR-001
LN-000555,APP-000555,1400000,0.75,9.25,180,BR-003
LN-000556,APP-000556,1900000,0.89,9.25,240,BR-005
LN-000557,APP-000557,6600000,0.71,9.25,240,BR-003
LN-000558,APP-000558,2000000,0.89,8.5,180,BR-001
LN-000559,APP-000559,3200000,0.89,9.25,240,BR-003
LN-000560,APP-000560,3200000,0.64,9.25,240,BR-002
LN-000561,APP-000561,8300000,0.64,8.5,240,BR-003
LN-000562,APP-000562,3100000,0.73,8.5,360,BR-004
LN-000563,APP-000563,8000000,0.72,8.5,240,BR-004
LN-000564,APP-000564,7400000,0.89,10.0,180,BR-004
LN-000565,APP-000565,4600000,0.63,9.25,120,BR-004
LN-000566,APP-000566,2000000,0.83,9.25,240,BR-005
LN-000567,APP-000567,4300000,0.67,9.25,240,BR-002
LN-000568,APP-000568,1500000,0.65,9.25,240,BR-001
LN-000569,APP-000569,800000,0.84,9.25,240,BR-002
LN-000570,APP-000570,1400000,0.62,8.5,180,BR-003
LN-000571,APP-000571,3400000,0.81,9.25,360,BR-003
LN-000572,APP-000572,5100000,0.63,9.25,240,BR-004
LN-000573,APP-000573,11800000,0.82,9.25,180,BR-004
LN-000574,APP-000574,2800000,0.84,8.5,120,BR-004
LN-000575,APP-000575,2400000,0.78,9.25,240,BR-004
LN-000576,APP-000576,3100000,0.71,9.25,240,BR-004
LN-000577,APP-000577,1000000,0.67,9.25,180,BR-001
LN-000578,APP-000578,10000000,0.84,9.25,240,BR-005
LN-000579,APP-000579,8000000,0.73,10.0,360,BR-004
LN-000580,APP-000580,1900000,0.89,9.25,240,BR-005
LN-000581,APP-000581,3700000,0.83,8.5,240,BR-003
LN-000582,APP-000582,6400000,0.81,9.25,180,BR-004
LN-000583,APP-000583,1400000,0.9,9.25,240,BR-004
LN-000584,APP-000584,1700000,0.81,9.25,180,BR-003
LN-000585,APP-000585,2500000,0.63,9.25,120,BR-001
LN-000586,APP-000586,2600000,0.7,9.25,240,BR-001
LN-000587,APP-000587,4300000,0.78,9.25,180,BR-004
LN-000588,APP-000588,7100000,0.77,8.5,240,BR-005
LN-000589,APP-000589,5500000,0.6,9.25,240,BR-002
LN-000590,APP-000590,5700000,0.68,9.25,240,BR-005
LN-000591,APP-000591,1800000,0.82,9.25,180,BR-004
LN-000592,APP-000592,2400000,0.9,10.0,240,BR-001
LN-000593,APP-000593,4100000,0.87,9.25,360,BR-005
LN-000594,APP-000594,4600000,0.89,8.5,180,BR-001
LN-000595,APP-000595,6600000,0.9,10.0,180,BR-001
LN-000596,APP-000596,4900000,0.77,9.25,240,BR-001
LN-000597,APP-000597,1900000,0.76,9.25,240,BR-005
LN-000598,APP-000598,2300000,0.71,9.25,120,BR-005
LN-000599,APP-000599,8500000,0.87,8.5,240,BR-005
LN-000600,APP-000600,4600000,0.85,9.25,240,BR-004
LN-000601,APP-000601,5300000,0.83,8.5,240,BR-004
LN-000602,APP-000602,4500000,0.83,8.5,240,BR-002
LN-000603,APP-000603,4800000,0.85,9.25,120,BR-003
LN-000604,APP-000604,9900000,0.88,9.25,180,BR-004
LN-000605,APP-000605,3200000,0.85,8.5,240,BR-003
LN-000606,APP-000606,2300000,0.84,9.25,180,BR-001
LN-000607,APP-000607,3600000,0.8,9.25,240,BR-002
LN-000608,APP-000608,3000000,0.74,9.25,180,BR-004
LN-000609,APP-000609,2600000,0.77,9.25,180,BR-001
LN-000610,APP-000610,6100000,0.86,10.0,120,BR-003
LN-000611,APP-000611,2000000,0.85,9.25,240,BR-003
LN-000612,APP-000612,3000000,0.78,10.0,180,BR-005
LN-000613,APP-000613,3300000,0.71,9.25,120,BR-004
LN-000614,APP-000614,3100000,0.77,9.25,180,BR-003
LN-000615,APP-000615,2000000,0.9,9.25,180,BR-004
LN-000616,APP-000616,4400000,0.75,8.5,180,BR-001
LN-000617,APP-000617,2300000,0.64,8.5,240,BR-002
LN-000618,APP-000618,3400000,0.8,9.25,180,BR-004
LN-000619,APP-000619,7400000,0.78,9.25,240,BR-002
LN-000620,APP-000620,3400000,0.85,9.25,240,BR-002
LN-000621,APP-000621,7200000,0.86,8.5,240,BR-001
LN-000622,APP-000622,5000000,0.68,9.25,360,BR-004
LN-000623,APP-000623,2200000,0.61,8.5,240,BR-002
LN-000624,APP-000624,5700000,0.84,9.25,240,BR-001
LN-000625,APP-000625,2100000,0.8,9.25,180,BR-001
LN-000626,APP-000626,2100000,0.64,8.5,240,BR-003
LN-000627,APP-000627,4200000,0.9,8.5,240,BR-001
LN-000628,APP-000628,3000000,0.88,9.25,180,BR-001
LN-000629,APP-000629,3600000,0.82,9.25,240,BR-005
LN-000630,APP-000630,1700000,0.62,8.5,240,BR-001
LN-000631,APP-000631,5300000,0.66,8.5,240,BR-004
LN-000632,APP-000632,3500000,0.7,9.25,240,BR-002
LN-000633,APP-000633,4000000,0.62,8.5,120,BR-002
LN-000634,APP-000634,2700000,0.85,9.25,180,BR-004
LN-000635,APP-000635,3400000,0.62,9.25,240,BR-002
LN-000636,APP-000636,7000000,0.66,9.25,240,BR-005
LN-000637,APP-000637,3000000,0.7,9.25,240,BR-003
LN-000638,APP-000638,2700000,0.7,8.5,240,BR-002
LN-000639,APP-000639,9900000,0.68,8.5,240,BR-002
LN-000640,APP-000640,3900000,0.89,9.25,180,BR-003
LN-000641,APP-000641,3300000,0.89,8.5,180,BR-003
LN-000642,APP-000642,3900000,0.79,9.25,360,BR-001
LN-000643,APP-000643,2100000,0.64,8.5,180,BR-004
LN-000644,APP-000644,2400000,0.81,9.25,180,BR-003
LN-000645,APP-000645,9000000,0.89,9.25,240,BR-005
LN-000646,APP-000646,4500000,0.9,10.0,240,BR-003
LN-000647,APP-000647,3100000,0.78,9.25,240,BR-001
LN-000648,APP-000648,4200000,0.66,9.25,120,BR-003
LN-000649,APP-000649,4800000,0.85,9.25,240,BR-001
LN-000650,APP-000650,4200000,0.79,8.5,240,BR-001
LN-000651,APP-000651,5800000,0.74,9.25,240,BR-001
LN-000652,APP-000652,4400000,0.64,8.5,240,BR-004
LN-000653,APP-000653,1900000,0.67,9.25,240,BR-002
LN-000654,APP-000654,2200000,0.77,8.5,120,BR-001
LN-000655,APP-000655,5100000,0.68,9.25,180,BR-004
LN-000656,APP-000656,1100000,0.74,9.25,240,BR-003
LN-000657,APP-000657,2200000,0.81,9.25,240,BR-002
LN-000658,APP-000658,1800000,0.9,9.25,240,BR-001
LN-000659,APP-000659,6000000,0.61,8.5,240,BR-001
LN-000660,APP-000660,5700000,0.84,8.5,240,BR-001
LN-000661,APP-000661,2300000,0.64,9.25,240,BR-002
LN-000662,APP-000662,9600000,0.88,9.25,360,BR-001
LN-000663,APP-000663,6100000,0.83,9.25,180,BR-003
LN-000664,APP-000664,4400000,0.72,9.25,180,BR-002
LN-000665,APP-000665,5600000,0.75,8.5,240,BR-005
LN-000666,APP-000666,4800000,0.8,9.25,180,BR-004
LN-000667,APP-000667,3900000,0.77,9.25,180,BR-003
LN-000668,APP-000668,6000000,0.89,8.5,240,BR-003
LN-000669,APP-000669,2500000,0.9,10.0,180,BR-001
LN-000670,APP-000670,4700000,0.62,8.5,120,BR-004
LN-000671,APP-000671,1800000,0.82,8.5,240,BR-005
LN-000672,APP-000672,10600000,0.82,8.5,240,BR-004
LN-000673,APP-000673,4400000,0.84,9.25,240,BR-005
LN-000674,APP-000674,1500000,0.88,9.25,240,BR-003
LN-000675,APP-000675,5900000,0.78,8.5,240,BR-003
LN-000676,APP-000676,5200000,0.68,9.25,180,BR-004
LN-000677,APP-000677,5000000,0.8,9.25,240,BR-002
LN-000678,APP-000678,2900000,0.7,8.5,120,BR-001
LN-000679,APP-000679,7300000,0.7,9.25,240,BR-004
LN-000680,APP-000680,11800000,0.78,9.25,120,BR-002
LN-000681,APP-000681,2400000,0.69,9.25,240,BR-004
LN-000682,APP-000682,2600000,0.81,9.25,240,BR-004
LN-000683,APP-000683,3400000,0.86,9.25,240,BR-002
LN-000684,APP-000684,3700000,0.9,8.5,180,BR-005
LN-000685,APP-000685,1000000,0.65,9.25,360,BR-001
LN-000686,APP-000686,5000000,0.74,9.25,240,BR-005
LN-000687,APP-000687,2400000,0.82,9.25,180,BR-002
LN-000688,APP-000688,2600000,0.77,8.5,240,BR-002
LN-000689,APP-000689,4600000,0.72,10.0,180,BR-005
LN-000690,APP-000690,4500000,0.7,8.5,180,BR-002
LN-000691,APP-000691,2000000,0.84,8.5,180,BR-001
LN-000692,APP-000692,1900000,0.75,8.5,180,BR-004
LN-000693,APP-000693,2100000,0.81,9.25,180,BR-001
LN-000694,APP-000694,3500000,0.79,9.25,240,BR-002
LN-000695,APP-000695,2900000,0.88,9.25,240,BR-002
LN-000696,APP-000696,4200000,0.86,9.25,120,BR-002
LN-000697,APP-000697,1700000,0.7,9.25,180,BR-003
LN-000698,APP-000698,1600000,0.75,9.25,360,BR-002
LN-000699,APP-000699,2000000,0.74,8.5,240,BR-003
LN-000700,APP-000700,1600000,0.68,8.5,240,BR-004
LN-000701,APP-000701,7600000,0.79,8.5,180,BR-003
LN-000702,APP-000702,4900000,0.68,8.5,240,BR-002
LN-000703,APP-000703,4900000,0.65,9.25,240,BR-002
LN-000704,APP-000704,4700000,0.63,9.25,360,BR-001
LN-000705,APP-000705,12300000,0.69,8.5,240,BR-005
LN-000706,APP-000706,2700000,0.74,8.5,240,BR-001
LN-000707,APP-000707,1200000,0.63,8.5,240,BR-001
LN-000708,APP-000708,4100000,0.8,9.25,360,BR-005
LN-000709,APP-000709,4800000,0.86,9.25,180,BR-002
LN-000710,APP-000710,3900000,0.83,10.0,240,BR-002
LN-000711,APP-000711,1800000,0.86,9.25,240,BR-001
LN-000712,APP-000712,10300000,0.65,8.5,240,BR-001
LN-000713,APP-000713,3900000,0.62,9.25,240,BR-004
LN-000714,APP-000714,4000000,0.84,9.25,240,BR-002
LN-000715,APP-000715,5500000,0.89,9.25,180,BR-002
LN-000716,APP-000716,9700000,0.7,9.25,240,BR-001
LN-000717,APP-000717,8400000,0.9,10.0,240,BR-002
LN-000718,APP-000718,2400000,0.8,9.25,240,BR-004
LN-000719,APP-000719,5500000,0.81,8.5,180,BR-001
LN-000720,APP-000720,5900000,0.77,9.25,240,BR-004
LN-000721,APP-000721,5000000,0.68,8.5,240,BR-004
LN-000722,APP-000722,4000000,0.62,9.25,240,BR-004
LN-000723,APP-000723,3000000,0.6,9.25,240,BR-003
LN-000724,APP-000724,6500000,0.65,8.5,120,BR-003
LN-000725,APP-000725,4200000,0.64,8.5,240,BR-004
LN-000726,APP-000726,2900000,0.61,9.25,240,BR-005
LN-000727,APP-000727,3400000,0.63,8.5,240,BR-002
LN-000728,APP-000728,3500000,0.61,8.5,240,BR-005
LN-000729,APP-000729,13200000,0.76,9.25,240,BR-001
LN-000730,APP-000730,2900000,0.62,8.5,120,BR-002
LN-000731,APP-000731,2600000,0.9,9.25,180,BR-005
LN-000732,APP-000732,6900000,0.75,9.25,120,BR-005
LN-000733,APP-000733,2600000,0.87,8.5,180,BR-001
LN-000734,APP-000734,4000000,0.75,8.5,360,BR-004
LN-000735,APP-000735,8400000,0.64,8.5,180,BR-001
LN-000736,APP-000736,11600000,0.85,8.5,240,BR-004
LN-000737,APP-000737,3600000,0.67,8.5,360,BR-002
LN-000738,APP-000738,3600000,0.61,8.5,240,BR-001
LN-000739,APP-000739,3800000,0.66,9.25,180,BR-002
LN-000740,APP-000740,15900000,0.78,9.25,240,BR-003
LN-000741,APP-000741,6600000,0.73,9.25,240,BR-003
LN-000742,APP-000742,2400000,0.65,9.25,360,BR-005
LN-000743,APP-000743,2500000,0.76,8.5,240,BR-003
LN-000744,APP-000744,4000000,0.89,8.5,360,BR-003
LN-000745,APP-000745,1800000,0.82,9.25,240,BR-001
LN-000746,APP-000746,2100000,0.72,10.0,180,BR-005
LN-000747,APP-000747,4500000,0.7,9.25,240,BR-001
LN-000748,APP-000748,1600000,0.81,8.5,240,BR-001
LN-000749,APP-000749,13700000,0.64,9.25,180,BR-001
LN-000750,APP-000750,2900000,0.76,8.5,240,BR-003
LN-000751,APP-000751,6000000,0.76,8.5,120,BR-005
LN-000752,APP-000752,2900000,0.63,9.25,240,BR-004
LN-000753,APP-000753,2500000,0.78,9.25,180,BR-001
LN-000754,APP-000754,5400000,0.87,9.25,240,BR-005
LN-000755,APP-000755,8900000,0.8,9.25,240,BR-005
LN-000756,APP-000756,8400000,0.87,9.25,240,BR-003
LN-000757,APP-000757,6800000,0.78,8.5,180,BR-003
LN-000758,APP-000758,5400000,0.83,9.25,240,BR-004
LN-000759,APP-000759,2400000,0.9,10.0,240,BR-002
LN-000760,APP-000760,3800000,0.74,9.25,180,BR-005
LN-000761,APP-000761,3800000,0.65,9.25,240,BR-004
LN-000762,APP-000762,1100000,0.64,8.5,180,BR-004
LN-000763,APP-000763,2800000,0.89,9.25,240,BR-001
LN-000764,APP-000764,4000000,0.76,9.25,240,BR-002
LN-000765,APP-000765,3400000,0.8,9.25,240,BR-002
LN-000766,APP-000766,3000000,0.78,8.5,180,BR-005
LN-000767,APP-000767,1400000,0.77,9.25,240,BR-002
LN-000768,APP-000768,3200000,0.77,9.25,180,BR-001
LN-000769,APP-000769,10200000,0.74,9.25,180,BR-004
LN-000770,APP-000770,3500000,0.9,10.0,120,BR-005
LN-000771,APP-000771,5100000,0.64,9.25,360,BR-004
LN-000772,APP-000772,4500000,0.81,9.25,240,BR-004
LN-000773,APP-000773,2000000,0.8,9.25,240,BR-005
LN-000774,APP-000774,6300000,0.62,8.5,180,BR-001
LN-000775,APP-000775,7200000,0.67,9.25,240,BR-001
LN-000776,APP-000776,9200000,0.84,9.25,180,BR-002
LN-000777,APP-000777,3400000,0.67,8.5,360,BR-005
LN-000778,APP-000778,6600000,0.77,9.25,180,BR-005
LN-000779,APP-000779,2500000,0.63,9.25,360,BR-004
LN-000780,APP-000780,9000000,0.67,9.25,240,BR-004
LN-000781,APP-000781,1800000,0.9,10.0,240,BR-002
LN-000782,APP-000782,3100000,0.71,9.25,240,BR-002
LN-000783,APP-000783,2600000,0.84,8.5,240,BR-004
LN-000784,APP-000784,4400000,0.74,8.5,180,BR-001
LN-000785,APP-000785,3100000,0.7,8.5,240,BR-001
LN-000786,APP-000786,4900000,0.77,9.25,240,BR-005
LN-000787,APP-000787,5400000,0.76,8.5,180,BR-001
LN-000788,APP-000788,10300000,0.9,9.25,240,BR-005
LN-000789,APP-000789,5400000,0.7,8.5,180,BR-003
LN-000790,APP-000790,900000,0.8,9.25,360,BR-004
LN-000791,APP-000791,7600000,0.81,9.25,240,BR-002
LN-000792,APP-000792,1700000,0.79,9.25,180,BR-003
LN-000793,APP-000793,4500000,0.74,9.25,240,BR-004
LN-000794,APP-000794,6200000,0.84,9.25,180,BR-002
LN-000795,APP-000795,3200000,0.83,9.25,240,BR-003
LN-000796,APP-000796,2500000,0.9,10.0,360,BR-005
LN-000797,APP-000797,2400000,0.89,9.25,240,BR-002
LN-000798,APP-000798,3700000,0.66,8.5,180,BR-005
LN-000799,APP-000799,1600000,0.8,9.25,240,BR-001
LN-000800,APP-000800,4500000,0.86,8.5,240,BR-005
LN-000801,APP-000801,3900000,0.89,8.5,180,BR-004
LN-000802,APP-000802,2000000,0.64,9.25,180,BR-004
LN-000803,APP-000803,3100000,0.88,9.25,180,BR-004
LN-000804,APP-000804,1700000,0.67,9.25,360,BR-002
LN-000805,APP-000805,700000,0.77,9.25,240,BR-004
LN-000806,APP-000806,7200000,0.8,9.25,240,BR-004
LN-000807,APP-000807,5000000,0.86,8.5,180,BR-002
LN-000808,APP-000808,5400000,0.84,9.25,240,BR-004
LN-000809,APP-000809,2400000,0.88,9.25,240,BR-003
LN-000810,APP-000810,3100000,0.84,8.5,240,BR-004
LN-000811,APP-000811,2900000,0.7,8.5,240,BR-003
LN-000812,APP-000812,6100000,0.75,10.0,240,BR-004
LN-000813,APP-000813,5900000,0.65,9.25,240,BR-001
LN-000814,APP-000814,3100000,0.63,9.25,180,BR-003
LN-000815,APP-000815,11200000,0.88,8.5,120,BR-002
LN-000816,APP-000816,3400000,0.75,9.25,240,BR-005
LN-000817,APP-000817,1300000,0.89,8.5,240,BR-001
LN-000818,APP-000818,1700000,0.83,8.5,120,BR-002
LN-000819,APP-000819,5700000,0.89,9.25,240,BR-001
LN-000820,APP-000820,1100000,0.86,8.5,240,BR-004
LN-000821,APP-000821,4000000,0.87,10.0,180,BR-002
LN-000822,APP-000822,17400000,0.67,9.25,180,BR-005
LN-000823,APP-000823,4300000,0.68,9.25,360,BR-001
LN-000824,APP-000824,8700000,0.71,9.25,180,BR-005
LN-000825,APP-000825,1200000,0.61,8.5,180,BR-001
LN-000826,APP-000826,4700000,0.9,10.0,180,BR-005
LN-000827,APP-000827,7800000,0.77,9.25,240,BR-005
LN-000828,APP-000828,1900000,0.63,9.25,240,BR-002
LN-000829,APP-000829,2300000,0.85,9.25,360,BR-004
LN-000830,APP-000830,3800000,0.85,9.25,240,BR-004
LN-000831,APP-000831,4700000,0.64,9.25,240,BR-005
LN-000832,APP-000832,5100000,0.66,9.25,180,BR-004
LN-000833,APP-000833,5800000,0.68,8.5,180,BR-003
LN-000834,APP-000834,8700000,0.76,9.25,240,BR-003
LN-000835,APP-000835,3300000,0.88,9.25,240,BR-005
LN-000836,APP-000836,3100000,0.8,8.5,180,BR-005
LN-000837,APP-000837,2800000,0.8,9.25,360,BR-003
LN-000838,APP-000838,3100000,0.69,9.25,360,BR-003
LN-000839,APP-000839,3500000,0.79,8.5,240,BR-003
LN-000840,APP-000840,1900000,0.66,9.25,120,BR-002
LN-000841,APP-000841,1100000,0.81,9.25,120,BR-001
LN-000842,APP-000842,2300000,0.67,8.5,240,BR-002
LN-000843,APP-000843,4400000,0.6,8.5,240,BR-003
LN-000844,APP-000844,2700000,0.86,10.0,240,BR-001
LN-000845,APP-000845,2700000,0.69,8.5,360,BR-004
LN-000846,APP-000846,1900000,0.79,8.5,240,BR-003
LN-000847,APP-000847,3200000,0.82,9.25,240,BR-003
LN-000848,APP-000848,9300000,0.84,9.25,240,BR-004
LN-000849,APP-000849,5600000,0.89,9.25,240,BR-001
LN-000850,APP-000850,5400000,0.77,9.25,180,BR-003
LN-000851,APP-000851,2400000,0.74,8.5,180,BR-001
LN-000852,APP-000852,8700000,0.67,9.25,180,BR-002
LN-000853,APP-000853,7000000,0.82,8.5,180,BR-005
LN-000854,APP-000854,2000000,0.74,9.25,180,BR-002
LN-000855,APP-000855,4900000,0.7,9.25,360,BR-005
LN-000856,APP-000856,1800000,0.73,9.25,360,BR-003
LN-000857,APP-000857,2400000,0.71,8.5,180,BR-002
LN-000858,APP-000858,2200000,0.89,9.25,240,BR-002
LN-000859,APP-000859,4000000,0.67,8.5,360,BR-004
LN-000860,APP-000860,4300000,0.72,8.5,180,BR-005
LN-000861,APP-000861,2700000,0.69,9.25,240,BR-005
LN-000862,APP-000862,8300000,0.65,9.25,180,BR-003
LN-000863,APP-000863,3200000,0.69,8.5,240,BR-004
LN-000864,APP-000864,3500000,0.75,9.25,360,BR-004
LN-000865,APP-000865,2300000,0.79,8.5,120,BR-005
LN-000866,APP-000866,11400000,0.79,9.25,240,BR-004
LN-000867,APP-000867,5300000,0.83,9.25,240,BR-001
LN-000868,APP-000868,1800000,0.62,8.5,360,BR-003
LN-000869,APP-000869,2100000,0.69,8.5,240,BR-002
LN-000870,APP-000870,1400000,0.71,9.25,360,BR-005
LN-000871,APP-000871,12800000,0.81,9.25,180,BR-004
LN-000872,APP-000872,1400000,0.66,9.25,240,BR-004
LN-000873,APP-000873,2300000,0.66,8.5,120,BR-004
LN-000874,APP-000874,10800000,0.63,8.5,360,BR-003
LN-000875,APP-000875,4800000,0.76,8.5,180,BR-002
LN-000876,APP-000876,5800000,0.82,9.25,360,BR-004
LN-000877,APP-000877,1700000,0.81,9.25,240,BR-002
LN-000878,APP-000878,2100000,0.82,8.5,180,BR-002
LN-000879,APP-000879,13100000,0.65,8.5,240,BR-003
LN-000880,APP-000880,8700000,0.78,8.5,180,BR-004
LN-000881,APP-000881,4000000,0.63,9.25,360,BR-004
LN-000882,APP-000882,3300000,0.89,8.5,240,BR-002
LN-000883,APP-000883,4100000,0.63,8.5,180,BR-004
LN-000884,APP-000884,3900000,0.86,8.5,240,BR-003
LN-000885,APP-000885,4300000,0.61,8.5,240,BR-004
LN-000886,APP-000886,1300000,0.76,8.5,240,BR-004
LN-000887,APP-000887,3600000,0.9,10.0,360,BR-004
LN-000888,APP-000888,4000000,0.79,8.5,180,BR-003
LN-000889,APP-000889,2400000,0.75,9.25,120,BR-002
LN-000890,APP-000890,4100000,0.64,9.25,240,BR-002
LN-000891,APP-000891,1700000,0.8,9.25,240,BR-004
LN-000892,APP-000892,7600000,0.78,9.25,240,BR-003
LN-000893,APP-000893,5800000,0.84,10.0,180,BR-004
LN-000894,APP-000894,4300000,0.67,8.5,180,BR-003
LN-000895,APP-000895,4900000,0.77,10.0,240,BR-003
LN-000896,APP-000896,5200000,0.89,9.25,180,BR-002
LN-000897,APP-000897,4600000,0.89,9.25,240,BR-001
LN-000898,APP-000898,6200000,0.88,8.5,180,BR-001
